,resultId,RNF_Outcome,RNF_Bin
82,23864,4,2
84,23866,5,2
501,24284,6,2
502,24285,7,3
505,24288,8,3
500,24283,9,3
83,23865,10,3
85,23867,11,4
86,23868,12,4
87,23869,13,4
88,23870,14,4
89,23871,15,4
90,23872,16,4
91,23873,17,4
92,23874,18,4
93,23875,19,4
94,23876,20,4
95,23877,21,4
96,23878,22,4
97,23879,23,4
98,23880,24,4
99,23881,25,4
504,24287,26,4
506,24289,27,4
507,24290,28,4
508,24291,29,4
509,24292,30,4
510,24293,31,4
511,24294,32,4
512,24295,33,4
513,24296,34,4
514,24297,35,4
515,24298,36,4
516,24299,37,4
517,24300,38,4
518,24301,39,4
519,24302,40,4
520,24306,1,1
101,23883,2,1
522,24308,3,1
102,23884,4,2
521,24307,5,2
523,24309,6,2
100,23882,7,3
103,23885,8,3
104,23886,9,3
105,23887,10,3
106,23888,11,4
107,23889,12,4
108,23890,13,4
109,23891,14,4
110,23892,15,4
111,23893,16,4
112,23894,17,4
113,23895,18,4
114,23896,19,4
115,23897,20,4
116,23898,21,4
117,23899,22,4
118,23900,23,4
119,23901,24,4
524,24310,25,4
525,24311,26,4
526,24312,27,4
527,24313,28,4
528,24314,29,4
529,24315,30,4
530,24316,31,4
531,24317,32,4
532,24318,33,4
533,24319,34,4
534,24320,35,4
535,24321,36,4
536,24322,37,4
537,24323,38,4
538,24324,39,4
539,24325,40,4
120,23902,1,1
121,23903,2,1
123,23905,3,1
124,23906,4,2
540,24326,5,2
541,24327,6,2
556,24342,7,3
122,23904,8,3
125,23907,9,3
126,23908,10,3
127,23909,11,4
128,23910,12,4
129,23911,13,4
130,23912,14,4
131,23913,15,4
132,23914,16,4
133,23915,17,4
134,23916,18,4
135,23917,19,4
136,23918,20,4
137,23919,21,4
138,23920,22,4
139,23921,23,4
542,24328,24,4
543,24329,25,4
544,24330,26,4
545,24331,27,4
546,24332,28,4
547,24333,29,4
548,24334,30,4
549,24335,31,4
550,24336,32,4
551,24337,33,4
552,24338,34,4
553,24339,35,4
554,24340,36,4
555,24341,37,4
557,24343,38,4
558,24344,39,4
559,24345,40,4
140,23922,1,1
560,24346,2,1
146,23928,3,1
561,24347,4,2
144,23926,5,2
141,23923,6,2
142,23924,7,3
143,23925,8,3
145,23927,9,3
147,23929,10,3
148,23930,11,4
149,23931,12,4
150,23932,13,4
151,23933,14,4
152,23934,15,4
153,23935,16,4
154,23936,17,4
155,23937,18,4
156,23938,19,4
157,23939,20,4
158,23940,21,4
159,23941,22,4
562,24348,23,4
563,24349,24,4
564,24350,25,4
565,24351,26,4
566,24352,27,4
567,24353,28,4
568,24354,29,4
569,24355,30,4
570,24356,31,4
571,24357,32,4
572,24358,33,4
573,24359,34,4
574,24360,35,4
575,24361,36,4
576,24362,37,4
577,24363,38,4
578,24364,39,4
579,24365,40,4
175,23957,1,1
178,23960,2,1
584,24370,3,1
581,24367,4,2
582,24368,5,2
163,23945,6,2
177,23959,7,3
580,24366,8,3
160,23942,9,3
161,23943,10,3
162,23944,11,4
164,23946,12,4
165,23947,13,4
166,23948,14,4
167,23949,15,4
168,23950,16,4
169,23951,17,4
170,23952,18,4
171,23953,19,4
172,23954,20,4
173,23955,21,4
174,23956,22,4
176,23958,23,4
179,23961,24,4
583,24369,25,4
585,24371,26,4
586,24372,27,4
587,24373,28,4
588,24374,29,4
589,24375,30,4
590,24376,31,4
591,24377,32,4
592,24378,33,4
593,24379,34,4
594,24380,35,4
595,24381,36,4
596,24382,37,4
597,24383,38,4
598,24384,39,4
599,24385,40,4
181,23963,1,1
601,24387,2,1
600,24386,3,1
194,23982,4,2
182,23964,5,2
180,23962,6,2
183,23965,7,3
184,23966,8,3
185,23967,9,3
186,23968,10,3
187,23969,11,4
188,23970,12,4
189,23971,13,4
190,23972,14,4
191,23973,15,4
192,23974,16,4
193,23975,17,4
195,23977,18,4
196,23978,19,4
197,23979,20,4
198,23980,21,4
199,23981,22,4
602,24388,23,4
603,24389,24,4
604,24390,25,4
605,24391,26,4
606,24392,27,4
607,24393,28,4
608,24394,29,4
609,24395,30,4
610,24396,31,4
611,24397,32,4
612,24398,33,4
613,24399,34,4
614,24400,35,4
615,24401,36,4
616,24402,37,4
617,24403,38,4
618,24404,39,4
619,24405,40,4
628,24414,1,1
201,23984,2,1
217,24000,3,1
620,24406,4,2
200,23983,5,2
202,23985,6,2
212,23995,7,3
624,24410,8,3
637,24423,9,3
203,23986,10,3
204,23987,11,4
205,23988,12,4
206,23989,13,4
207,23990,14,4
208,23991,15,4
209,23992,16,4
210,23993,17,4
211,23994,18,4
213,23996,19,4
214,23997,20,4
215,23998,21,4
216,23999,22,4
218,24001,23,4
219,24002,24,4
621,24407,25,4
622,24408,26,4
623,24409,27,4
625,24411,28,4
626,24412,29,4
627,24413,30,4
629,24415,31,4
630,24416,32,4
631,24417,33,4
632,24418,34,4
633,24419,35,4
634,24420,36,4
635,24421,37,4
636,24422,38,4
638,24424,39,4
639,24425,40,4
220,24003,1,1
640,24426,2,1
641,24427,3,1
221,24004,4,2
647,24433,5,2
237,24020,6,2
238,24021,7,3
222,24005,8,3
223,24006,9,3
224,24007,10,3
225,24008,11,4
226,24009,12,4
227,24010,13,4
228,24011,14,4
229,24012,15,4
230,24013,16,4
231,24014,17,4
232,24015,18,4
233,24016,19,4
234,24017,20,4
235,24018,21,4
236,24019,22,4
239,24022,23,4
642,24428,24,4
643,24429,25,4
644,24430,26,4
645,24431,27,4
646,24432,28,4
648,24434,29,4
649,24435,30,4
650,24436,31,4
651,24437,32,4
652,24438,33,4
653,24439,34,4
654,24440,35,4
655,24441,36,4
656,24442,37,4
657,24443,38,4
658,24444,39,4
659,24445,40,4
241,24024,1,1
240,24023,2,1
244,24027,3,1
660,24446,4,2
661,24447,5,2
663,24449,6,2
246,24029,7,3
254,24037,8,3
670,24456,9,3
676,24462,10,3
678,24464,11,4
242,24025,12,4
243,24026,13,4
245,24028,14,4
247,24030,15,4
248,24031,16,4
249,24032,17,4
250,24033,18,4
251,24034,19,4
252,24035,20,4
253,24036,21,4
255,24038,22,4
256,24039,23,4
257,24040,24,4
258,24041,25,4
259,24042,26,4
662,24448,27,4
664,24450,28,4
665,24451,29,4
666,24452,30,4
667,24453,31,4
668,24454,32,4
669,24455,33,4
671,24457,34,4
672,24458,35,4
673,24459,36,4
674,24460,37,4
675,24461,38,4
677,24463,39,4
679,24465,40,4
261,24044,1,1
260,24043,2,1
682,24468,3,1
263,24046,4,2
680,24466,5,2
694,24480,6,2
692,24478,7,3
262,24045,8,3
264,24047,9,3
265,24048,10,3
266,24049,11,4
267,24050,12,4
268,24051,13,4
269,24052,14,4
270,24053,15,4
271,24054,16,4
272,24055,17,4
273,24056,18,4
274,24057,19,4
275,24058,20,4
276,24059,21,4
277,24060,22,4
278,24061,23,4
279,24062,24,4
681,24467,25,4
683,24469,26,4
684,24470,27,4
685,24471,28,4
686,24472,29,4
687,24473,30,4
688,24474,31,4
689,24475,32,4
690,24476,33,4
691,24477,34,4
693,24479,35,4
695,24481,36,4
696,24482,37,4
697,24483,38,4
698,24484,39,4
699,24485,40,4
280,24063,1,1
703,24489,2,1
282,24065,3,1
700,24486,4,2
701,24487,5,2
702,24488,6,2
281,24064,7,3
283,24066,8,3
284,24067,9,3
285,24068,10,3
286,24069,11,4
287,24070,12,4
288,24071,13,4
289,24072,14,4
290,24073,15,4
291,24074,16,4
292,24075,17,4
293,24076,18,4
294,24077,19,4
295,24078,20,4
296,24079,21,4
297,24080,22,4
298,24081,23,4
299,24082,24,4
704,24490,25,4
705,24491,26,4
706,24492,27,4
707,24493,28,4
708,24494,29,4
709,24495,30,4
710,24496,31,4
711,24497,32,4
712,24498,33,4
713,24499,34,4
714,24500,35,4
715,24501,36,4
716,24502,37,4
717,24503,38,4
718,24504,39,4
719,24505,40,4
300,24083,1,1
301,24084,2,1
722,24508,3,1
720,24506,4,2
302,24085,5,2
721,24507,6,2
724,24510,7,3
732,24518,8,3
734,24520,9,3
737,24523,10,3
303,24086,11,4
304,24087,12,4
305,24088,13,4
306,24089,14,4
307,24090,15,4
308,24091,16,4
309,24092,17,4
310,24093,18,4
311,24094,19,4
312,24095,20,4
313,24096,21,4
314,24097,22,4
315,24098,23,4
316,24099,24,4
317,24100,25,4
318,24101,26,4
319,24102,27,4
723,24509,28,4
725,24511,29,4
726,24512,30,4
727,24513,31,4
728,24514,32,4
729,24515,33,4
730,24516,34,4
731,24517,35,4
733,24519,36,4
735,24521,37,4
736,24522,38,4
738,24524,39,4
739,24525,40,4
320,24103,1,1
741,24527,2,1
756,24542,3,1
324,24107,4,2
327,24110,5,2
742,24528,6,2
745,24531,7,3
321,24104,8,3
322,24105,9,3
323,24106,10,3
325,24108,11,4
326,24109,12,4
328,24111,13,4
329,24112,14,4
330,24113,15,4
331,24114,16,4
332,24115,17,4
333,24116,18,4
334,24117,19,4
335,24118,20,4
336,24119,21,4
337,24120,22,4
338,24121,23,4
339,24122,24,4
740,24526,25,4
743,24529,26,4
744,24530,27,4
746,24532,28,4
747,24533,29,4
748,24534,30,4
749,24535,31,4
750,24536,32,4
751,24537,33,4
752,24538,34,4
753,24539,35,4
754,24540,36,4
755,24541,37,4
757,24543,38,4
758,24544,39,4
759,24545,40,4
342,24125,1,1
763,24549,2,1
761,24547,3,1
340,24123,4,2
344,24127,5,2
355,24138,6,2
341,24124,7,3
343,24126,8,3
345,24128,9,3
346,24129,10,3
347,24130,11,4
348,24131,12,4
349,24132,13,4
350,24133,14,4
351,24134,15,4
352,24135,16,4
353,24136,17,4
354,24137,18,4
356,24139,19,4
357,24140,20,4
358,24141,21,4
359,24142,22,4
760,24546,23,4
762,24548,24,4
764,24550,25,4
765,24551,26,4
766,24552,27,4
767,24553,28,4
768,24554,29,4
769,24555,30,4
770,24556,31,4
771,24557,32,4
772,24558,33,4
773,24559,34,4
774,24560,35,4
775,24561,36,4
776,24562,37,4
777,24563,38,4
778,24564,39,4
779,24565,40,4
360,24143,1,1
376,24159,2,1
780,24566,3,1
781,24567,4,2
789,24575,5,2
799,24585,6,2
361,24144,7,3
362,24145,8,3
363,24146,9,3
364,24147,10,3
365,24148,11,4
366,24149,12,4
367,24150,13,4
368,24151,14,4
369,24152,15,4
370,24153,16,4
371,24154,17,4
372,24155,18,4
373,24156,19,4
374,24157,20,4
375,24158,21,4
377,24160,22,4
378,24161,23,4
379,24162,24,4
782,24568,25,4
783,24569,26,4
784,24570,27,4
785,24571,28,4
786,24572,29,4
787,24573,30,4
788,24574,31,4
790,24576,32,4
791,24577,33,4
792,24578,34,4
793,24579,35,4
794,24580,36,4
795,24581,37,4
796,24582,38,4
797,24583,39,4
798,24584,40,4
380,24163,1,1
385,24168,2,1
800,24586,3,1
816,24602,4,2
381,24164,5,2
382,24165,6,2
383,24166,7,3
384,24167,8,3
386,24169,9,3
387,24170,10,3
388,24171,11,4
389,24172,12,4
390,24173,13,4
391,24174,14,4
392,24175,15,4
393,24176,16,4
394,24177,17,4
395,24178,18,4
396,24179,19,4
397,24180,20,4
398,24181,21,4
399,24182,22,4
801,24587,23,4
802,24588,24,4
803,24589,25,4
804,24590,26,4
805,24591,27,4
806,24592,28,4
807,24593,29,4
808,24594,30,4
809,24595,31,4
810,24596,32,4
811,24597,33,4
812,24598,34,4
813,24599,35,4
814,24600,36,4
815,24601,37,4
817,24603,38,4
818,24604,39,4
819,24605,40,4
820,24606,1,1
400,24183,2,1
821,24607,3,1
404,24187,4,2
401,24184,5,2
402,24185,6,2
403,24186,7,3
405,24188,8,3
406,24189,9,3
407,24190,10,3
408,24191,11,4
409,24192,12,4
410,24193,13,4
411,24194,14,4
412,24195,15,4
413,24196,16,4
414,24197,17,4
415,24198,18,4
416,24199,19,4
417,24200,20,4
418,24201,21,4
419,24202,22,4
822,24608,23,4
823,24609,24,4
824,24610,25,4
825,24611,26,4
826,24612,27,4
827,24613,28,4
828,24614,29,4
829,24615,30,4
830,24616,31,4
831,24617,32,4
832,24618,33,4
833,24619,34,4
834,24620,35,4
835,24621,36,4
836,24622,37,4
837,24623,38,4
838,24624,39,4
839,24625,40,4
